microbe_id	microbe_tax_id	microbe_name	microbe_tax_level	genus_id	genus_name	family_id	family_name	superking_id	superking_name	if_probiotic	probiotic_use_species	probiotic_research_stage	if_has_abundance							
PMDBM623	n.a.	Alpha	and	beta	diversity	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	No				
PMDBM624	28211	Alphaproteobacteria	class	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM625	29331	Amphibacillus	genus	29331	Amphibacillus	186817	Bacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM626	n.a.	an	unclassiﬁed	member	of	the	Neisseriaceae	family	n.a.	n.a.	n.a.	481	Neisseriaceae	2	Bacteria	n.a.	n.a.	n.a.	No	
PMDBM627	n.a.	anaerobes	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM628	n.a.	anaerobic	bacteria	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM629	n.a.	anaerobic	Bacteroidales	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM630	165779	Anaerococcus	genus	165779	Anaerococcus	1570339	Peptoniphilaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM631	186333	Anaeroplasmataceae	family	n.a.	n.a.	186333	Anaeroplasmataceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM632	207244	Anaerostipes	genus	207244	Anaerostipes	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM633	1663	Arthrobacter	genus	1663	Arthrobacter	1268	Micrococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM634	49082	Arthromitus	n.a.	n.a.	n.a.	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM635	1380	Atopobium	genus	1380	Atopobium	1643824	Atopobiaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM636	292480	Atopostipes	genus	292480	Atopostipes	186828	Carnobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM637	1385	Bacillales	order	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM638	n.a.	Bacillales_Other	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM639	1396	Bacillus	cereus	Species	1386	Bacillus	186817	Bacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM640	699184	Bacillus	cereus	SJ1	Strain	1386	Bacillus	186817	Bacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM641	441769	Bacillus	coahuilensis	m4-4	Strain	1386	Bacillus	186817	Bacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM642	1423	Bacillus	subtilis	Species	1386	Bacillus	186817	Bacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM643	1118061	Bacteroidales	bacterium	ph8	Strain	239759	Alistipes	171550	Rikenellaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM644	n.a.	Bacteroidales	family	S7-25	Strain	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM645	n.a.	Bacteroidales	other	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM646	762984	Bacteroides	clarus	YIT	12056	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM647	357276	Bacteroides	dorei	Species	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM648	46506	Bacteroides	stercoris	Species	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM649	n.a.	Bacteroides	thetaiotaomicron	strain	8669	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM650	n.a.	Bacteroidetes	sp.	Species	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM651	200643	Bacteroidia	class	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM652	n.a.	Barnesiellaceae	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM653	n.a.	Beta-glucuronidase	encoding	species	Species	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM654	28216	Betaproteobacteria	class	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM655	411481	Bifidobacterium	adolescentis	L2-32	Strain	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM656	398513	Bifidobacterium	bifidum	NCIMB	41171	Strain	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM657	1689	Bifidobacterium	dentium	Species	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM658	871562	Bifidobacterium	dentium	ATCC	27679	Strain	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM659	547043	Bifidobacterium	pseudocatenulatum	DSM	20438	=	JCM	1200	Strain	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No	
PMDBM660	78346	Bifidobacterium	ruminantium	Species	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM661	n.a.	Biﬁdobacterium	spp.	Species	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM662	759914	Brachyspira	pilosicoli	95/1000	Strain	29521	Brachyspira	143786	Brachyspiraceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM663	41275	Brevundimonas	genus	41275	Brevundimonas	76892	Caulobacteraceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM664	243160	Burkholderia	mallei	ATCC	23344	Strain	32008	Burkholderia	119060	Burkholderiaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM665	269482	Burkholderia	vietnamiensis	G4	Strain	32008	Burkholderia	119060	Burkholderiaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM666	830	Butyrivibrio	genus	830	Butyrivibrio	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM667	n.a.	Butyrivibrio	spp.	Species	830	Butyrivibrio	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM668	553220	Campylobacter	gracilis	RM3268	Strain	194	Campylobacter	72294	Campylobacteraceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM669	360107	Campylobacter	hominis	ATCC	BAA-381	Strain	194	Campylobacter	72294	Campylobacteraceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM670	526863	Candidatus	Aquirestis	calciphila	Species	526862	Candidatus	Aquirestis	89374	Saprospiraceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM671	84646	Candidatus	Odyssella	genus	84646	Candidatus	Odyssella	1777752	Candidatus	Paracaedibacteraceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM672	1331051	Candidatus	Saccharimonas	genus	1331051	Candidatus	Saccharimonas	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM673	1016	Capnocytophaga	genus	1016	Capnocytophaga	49546	Flavobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM674	553178	Capnocytophaga	gingivalis	ATCC	33624	Strain	1016	Capnocytophaga	49546	Flavobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM675	424536	Catabacteriaceae	family	n.a.	n.a.	424536	Catabacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM676	76892	Caulobacteraceae	family	n.a.	n.a.	76892	Caulobacteraceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM677	204458	Caulobacterales	order	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM678	n.a.	Cecal	aerobic	bacteria	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM679	180162	Cetobacterium	genus	180162	Cetobacterium	203492	Fusobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM680	188913	Cetobacterium	somerae	Species	180162	Cetobacterium	203492	Fusobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM681	200795	Chloroﬂexi	phylum	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM682	1046	Chromatiaceae	family	n.a.	n.a.	1046	Chromatiaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM683	59732	Chryseobacterium	genus	59732	Chryseobacterium	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM684	544	Citrobacter	genus	544	Citrobacter	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM685	290338	Citrobacter	koseri	ATCC	BAA-895	Strain	544	Citrobacter	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM686	637910	Citrobacter	rodentium	ICC168	Strain	544	Citrobacter	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM687	469595	Citrobacter	sp.	30_2	species	544	Citrobacter	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM688	500640	Citrobacter	youngae	ATCC	29220	Strain	544	Citrobacter	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM689	31979	Clostridiaceae	family	n.a.	n.a.	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM690	538999	Clostridiales	incertae	sedis	no	rank	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM691	n.a.	Clostridiales_unassigned	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM692	445973	Clostridium	bartlettii	DSM	16795	Strain	1505657	Intestinibacter	186804	Peptostreptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM693	290402	Clostridium	beijerinckii	NCIMB	8052	Strain	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM694	498214	Clostridium	botulinum	A3	str.	Loch	Maree	Strain	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	No		
PMDBM695	929506	Clostridium	botulinum	BKT015925	Strain	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM696	445337	Clostridium	botulinum	C	str.	Eklund	Strain	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	No			
PMDBM697	592027	Clostridium	botulinum	D	str.	1873	Strain	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	No			
PMDBM698	536233	Clostridium	botulinum	E1	str.	'BoNT	E	Beluga'	Strain	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	No	
PMDBM699	632245	Clostridium	butyricum	E4	str.	BoNT	E	BL5262	Strain	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	No	
PMDBM700	536227	Clostridium	carboxidivorans	P7	Strain	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM701	720554	Clostridium	clariflavum	DSM	19732	Strain	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM702	n.a.	Clostridium	cluster	XIVa	n.a.	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM703	69824	Clostridium	cocleatum	Species	1505663	Erysipelatoclostridium	128827	Erysipelotrichaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM704	500633	Clostridium	hiranonis	DSM	13275	Strain	n.a.	n.a.	186804	Peptostreptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM705	386415	Clostridium	novyi	NT	Species	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM706	451756	Clostridium	perfringens	CPE	str.	F4969	Strain	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	No			
PMDBM707	451755	Clostridium	perfringens	E	str.	JGS1987	Strain	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	No			
PMDBM708	457396	Clostridium	sp.	7_2_43FAA	species	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM709	n.a.	Clostridium	spp.	Species	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM710	1511	Clostridium	sticklandii	Species	186831	Acetoanaerobium	186804	Peptostreptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM711	n.a.	Clostridium	XIVb	n.a.	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM712	445975	Collinsella	stercoris	DSM	13279	Strain	102106	Collinsella	84107	Coriobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM713	283	Comamonas	genus	283	Comamonas	80864	Comamonadaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM714	n.a.	Coprobacillus	unclassified	n.a.	100883	Coprobacillus	128827	Erysipelotrichaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM715	1348911	Coprobacter	genus	1348911	Coprobacter	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM716	116085	Coprococcus	catus	species	33042	Coprococcus	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM717	84998	Coriobacteriia	class	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM718	700015	Coriobacterium	glomerans	PW2	Strain	33870	Coriobacterium	84107	Coriobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM719	1653	Corynebacteriaceae	family	n.a.	n.a.	1653	Corynebacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM720	525262	Corynebacterium	jeikeium	ATCC	43734	Strain	1716	Corynebacterium	1653	Corynebacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM721	525263	Corynebacterium	lipophiloflavum	DSM	44291	Strain	1716	Corynebacterium	1653	Corynebacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM722	525264	Corynebacterium	pseudogenitalium	ATCC	33035	Strain	1716	Corynebacterium	1653	Corynebacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM723	662755	Corynebacterium	resistens	DSM	45100	Strain	1716	Corynebacterium	1653	Corynebacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM724	525268	Corynebacterium	striatum	ATCC	6940	Strain	1716	Corynebacterium	1653	Corynebacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM725	693216	Cronobacter	turicensis	z3032	Strain	413496	Cronobacter	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM726	246874	Cryomorphaceae	family	n.a.	n.a.	246874	Cryomorphaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM727	1117	Cyanobacteria	phylum	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM728	n.a.	Cyanobacteria/Chloroplast	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM729	n.a.	Dasytricha	spp.	Species	40805	Dasytricha	5985	Isotrichidae	2759	Eukaryota	n.a.	n.a.	n.a.	No						
PMDBM730	639282	Deferribacter	desulfuricans	SSM1	Strain	53572	Deferribacter	191394	Deferribacteraceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM731	200930	Deferribacteres	phylum	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM732	n.a.	Dehalobacteriaceae	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM733	51514	Dehalobacterium	n.a.	n.a.	n.a.	186807	Peptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM734	28221	Deltaproteobacteria	class	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM735	188626	Dermacoccus	sp.	Ellin185	Strain	57495	Dermacoccus	145357	Dermacoccaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM736	177439	Desulfotalea	psychrophila	LSv54	Strain	109168	Desulfotalea	213121	Desulfobulbaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM737	207559	Desulfovibrio	alaskensis	G20	Strain	872	Desulfovibrio	194924	Desulfovibrionaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM738	194924	Desulfovibrionaceae	family	n.a.	n.a.	194924	Desulfovibrionaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM739	653733	Desulfurispirillum	indicum	S5	Strain	393029	Desulfurispirillum	189770	Chrysiogenaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM740	39948	Dialister	genus	39948	Dialister	31977	Veillonellaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM741	198628	Dickeya	dadantii	3937	Strain	204037	Dickeya	1903410	Pectobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM742	590409	Dickeya	dadantii	Ech586	Strain	204037	Dickeya	1903410	Pectobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM743	579405	Dickeya	dadantii	Ech703	Strain	204037	Dickeya	1903410	Pectobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM744	561229	Dickeya	zeae	Ech1591	Strain	204037	Dickeya	1903410	Pectobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM745	n.a.	Diplodinium	spp.	Species	47888	Diplodinium	47890	Ophryoscolecidae	2759	Eukaryota	n.a.	n.a.	n.a.	No						
PMDBM746	88431	Dorea	longicatena	Species	189330	Dorea	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM747	634503	Edwardsiella	ictaluri	93-146	Strain	635	Edwardsiella	1903412	Hafniaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM748	84111	Eggerthella	genus	84111	Eggerthella	1643826	Eggerthellaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM749	641853	Elusimicrobia	class	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM750	1028307	Enterobacter	aerogenes	KCTC	2190	Strain	570	Klebsiella	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM751	640513	Enterobacter	asburiae	LF7a	Strain	547	Enterobacter	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM752	1045856	Enterobacter	cloacae	EcWSU1	Strain	547	Enterobacter	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM753	716541	Enterobacter	cloacae	subsp.	cloacae	ATCC	13047	Strain	547	Enterobacter	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No		
PMDBM754	718254	Enterobacter	cloacae	subsp.	cloacae	NCTC	9394	Strain	547	Enterobacter	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No		
PMDBM755	701347	Enterobacter	lignolyticus	SCF1	Strain	1330546	Pluralibacter	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM756	399742	Enterobacter	sp.	638	Strain	547	Enterobacter	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM757	543	Enterobacteriaceae	family	n.a.	n.a.	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM758	81852	Enterococcaceae	family	n.a.	n.a.	81852	Enterococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM759	565654	Enterococcus	casseliflavus	EC10	Strain	1350	Enterococcus	81852	Enterococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM760	580024	Enterorhabdus	genus	580024	Enterorhabdus	1643826	Eggerthellaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM761	n.a.	Entodinium	spp.	Species	40635	Entodinium	47890	Ophryoscolecidae	2759	Eukaryota	n.a.	n.a.	n.a.	No						
PMDBM762	n.a.	Epidinium	spp.	Species	40637	Epidinium	47890	Ophryoscolecidae	2759	Eukaryota	n.a.	n.a.	n.a.	No						
PMDBM763	716540	Erwinia	amylovora	ATCC	49946	Strain	551	Erwinia	1903409	Erwiniaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM764	634500	Erwinia	billingiae	Eb661	Strain	551	Erwinia	1903409	Erwiniaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM765	465817	Erwinia	tasmaniensis	Et1/99	Strain	551	Erwinia	1903409	Erwiniaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM766	n.a.	Erysipelotrichaceae	noname	n.a.	n.a.	n.a.	128827	Erysipelotrichaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM767	502347	Escherichia	albertii	TW07627	Strain	561	Escherichia	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM768	469008	Escherichia	coli	BL21(DE3)	Strain	561	Escherichia	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM769	656449	Escherichia	coli	TW10509	Strain	561	Escherichia	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM770	186806	Eubacteriaceae	family	n.a.	n.a.	186806	Eubacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM771	39488	Eubacterium	hallii	species	n.a.	n.a.	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM772	903814	Eubacterium	limosum	KIST612	Strain	1730	Eubacterium	186806	Eubacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM773	97253	Eubacterium	plexicaudatum	Species	1730	Eubacterium	186806	Eubacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM774	39496	Eubacterium	ventriosum	Species	1730	Eubacterium	186806	Eubacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM775	n.a.	F16	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM776	748224	Faecalibacterium	cf.	prausnitzii	KLE1255	Strain	216851	Faecalibacterium	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM777	117743	Flavobacteria	class	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM778	n.a.	Flexispira	spp	Species	2353	Flexispira	72293	Helicobacteraceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM779	203492	Fusobacteriaceae	family	n.a.	n.a.	203492	Fusobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM780	848	Fusobacterium	genus	848	Fusobacterium	203492	Fusobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM781	556263	Fusobacterium	necrophorum	D12	Strain	848	Fusobacterium	203492	Fusobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM782	393480	Fusobacterium	nucleatum	subsp.	polymorphum	ATCC	10953	Strain	848	Fusobacterium	203492	Fusobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No		
PMDBM783	469606	Fusobacterium	nucleatum	subsp.	vincentii	4_1_13	Strain	848	Fusobacterium	203492	Fusobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No			
PMDBM784	1378	Gemella	genus	1378	Gemella	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM785	n.a.	Gemellaceae	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM786	219685	Gemmatimonadetes	class	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM787	1196095	Gilliamella	apicola	Species	1193503	Gilliamella	1240483	Orbaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM788	n.a.	Gram-negative	bacteria	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM789	626369	Granulicatella	elegans	ATCC	700633	Strain	117563	Granulicatella	186828	Carnobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM790	724	Haemophilus	genus	724	Haemophilus	712	Pasteurellaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM791	729	Haemophilus	parainfluenzae	Species	724	Haemophilus	712	Pasteurellaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM792	209	Helicobacter	genus	209	Helicobacter	72293	Helicobacteraceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM793	679897	Helicobacter	mustelae	12198	Strain	209	Helicobacter	72293	Helicobacteraceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM794	72293	Helicobacteraceae	family	n.a.	n.a.	72293	Helicobacteraceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM795	189772	Herpetosiphonales	order	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM796	760142	Hippea	maritima	DSM	10411	Strain	84404	Hippea	117942	Desulfurellaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM797	1573535	Holdemanella	n.a.	n.a.	n.a.	128827	Erysipelotrichaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM798	61170	Holdemania	n.a.	n.a.	n.a.	128827	Erysipelotrichaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM799	81	Hyphomicrobium	genus	81	Hyphomicrobium	45401	Hyphomicrobiaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM800	n.a.	Indole-producing	bacteria	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM801	n.a.	Intestinal	microflora	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM802	1505657	Intestinibacter	genus	1505657	Intestinibacter	186804	Peptostreptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
