<<<<<<< HEAD
Microbe	NCBI_id	Drug	Pubchem_id	Reference
Merdibacter	1935200	Rutin	5280805	MagMD
Merdibacter	1935200	Poncirin	442456	MagMD
Merdibacter	1935200	Naringin	442428	MagMD
Merdibacter	1935200	Ginsenoside	3086007	MagMD
Merdibacter	1935200	Rebaudioside A	6918840	MagMD
Merdibacter	1935200	Stevioside	442089	MagMD
Merdibacter	1935200	Isoquercetin	5280804	MagMD
Merdibacter	1935200	Sorivudine	5282192	MagMD
Merdibacter	1935200	5-Fluorouracil	3385	MagMD
Metakosakonia massiliensis	1485952	Rutin	5280805	MagMD
Metakosakonia massiliensis	1485952	Poncirin	442456	MagMD
Metakosakonia massiliensis	1485952	Naringin	442428	MagMD
Metakosakonia massiliensis	1485952	Ginsenoside	3086007	MagMD
Metakosakonia massiliensis	1485952	Rebaudioside A	6918840	MagMD
Metakosakonia massiliensis	1485952	Stevioside	442089	MagMD
Metakosakonia massiliensis	1485952	Isoquercetin	5280804	MagMD
Metakosakonia massiliensis	1485952	Tryptophan	6305	MagMD
Metakosakonia massiliensis	1485952	Sorivudine	5282192	MagMD
Metakosakonia massiliensis	1485952	5-Fluorouracil	3385	MagMD
Micrococcus luteus	1270	5-Fluorouracil	3385	MagMD
Microvirga massiliensis	1033741	Rutin	5280805	MagMD
Microvirga massiliensis	1033741	Rebaudioside A	6918840	MagMD
Microvirga massiliensis	1033741	Stevioside	442089	MagMD
Microvirga massiliensis	1033741	Isoquercetin	5280804	MagMD
Microvirga massiliensis	1033741	Sorivudine	5282192	MagMD
Microvirga massiliensis	1033741	5-Fluorouracil	3385	MagMD
Mitsuokella	52225	Rutin	5280805	MagMD
Mitsuokella	52225	Poncirin	442456	MagMD
Mitsuokella	52225	Naringin	442428	MagMD
Mitsuokella	52225	Ginsenoside	3086007	MagMD
Mitsuokella	52225	Rebaudioside A	6918840	MagMD
Mitsuokella	52225	Stevioside	442089	MagMD
Mitsuokella	52225	Isoquercetin	5280804	MagMD
Mitsuokella	52225	Sorivudine	5282192	MagMD
Mitsuokella	52225	5-Fluorouracil	3385	MagMD
Mitsuokella jalaludinii	187979	Sorivudine	5282192	MagMD
Mitsuokella jalaludinii	187979	5-Fluorouracil	3385	MagMD
Mitsuokella multacida	52226	5-Fluorouracil	3385	MagMD
Mobilicoccus massiliensis	1522310	Rutin	5280805	MagMD
Mobilicoccus massiliensis	1522310	Rebaudioside A	6918840	MagMD
Mobilicoccus massiliensis	1522310	Stevioside	442089	MagMD
Mobilicoccus massiliensis	1522310	Isoquercetin	5280804	MagMD
Mobilicoccus massiliensis	1522310	Tryptophan	6305	MagMD
Mobilicoccus massiliensis	1522310	Sorivudine	5282192	MagMD
Mobilicoccus massiliensis	1522310	5-Fluorouracil	3385	MagMD
Mobiluncus	2050	Rutin	5280805	MagMD
Mobiluncus	2050	Rebaudioside A	6918840	MagMD
Mobiluncus	2050	Stevioside	442089	MagMD
Mobiluncus	2050	Isoquercetin	5280804	MagMD
Mobiluncus	2050	Sorivudine	5282192	MagMD
Mobiluncus	2050	5-Fluorouracil	3385	MagMD
Moellerella wisconsensis	158849	Rutin	5280805	MagMD
Moellerella wisconsensis	158849	Rebaudioside A	6918840	MagMD
Moellerella wisconsensis	158849	Stevioside	442089	MagMD
Moellerella wisconsensis	158849	Isoquercetin	5280804	MagMD
Moellerella wisconsensis	158849	Tryptophan	6305	MagMD
Moellerella wisconsensis	158849	5-Fluorouracil	3385	MagMD
Mogibacterium	86331	5-Fluorouracil	3385	MagMD
Monoglobus	2039302	Rutin	5280805	MagMD
Monoglobus	2039302	Rebaudioside A	6918840	MagMD
Monoglobus	2039302	Stevioside	442089	MagMD
Monoglobus	2039302	Isoquercetin	5280804	MagMD
Monoglobus	2039302	Sorivudine	5282192	MagMD
Monoglobus	2039302	5-Fluorouracil	3385	MagMD
Monoglobus pectinilyticus	1981510	Rutin	5280805	MagMD
Monoglobus pectinilyticus	1981510	Rebaudioside A	6918840	MagMD
Monoglobus pectinilyticus	1981510	Stevioside	442089	MagMD
Monoglobus pectinilyticus	1981510	Isoquercetin	5280804	MagMD
Monoglobus pectinilyticus	1981510	Sorivudine	5282192	MagMD
Monoglobus pectinilyticus	1981510	5-Fluorouracil	3385	MagMD
Morganella morganii	582	Rutin	5280805	MagMD
Morganella morganii	582	Rebaudioside A	6918840	MagMD
Morganella morganii	582	Stevioside	442089	MagMD
Morganella morganii	582	Isoquercetin	5280804	MagMD
Morganella morganii	582	Tryptophan	6305	MagMD
Morganella morganii	582	5-Fluorouracil	3385	MagMD
Murdochiella	1161127	Tryptophan	6305	MagMD
Murdochiella	1161127	Sorivudine	5282192	MagMD
Murdochiella	1161127	5-Fluorouracil	3385	MagMD
Murdochiella massiliensis	1673723	Tryptophan	6305	MagMD
Murdochiella massiliensis	1673723	Sorivudine	5282192	MagMD
Murdochiella massiliensis	1673723	5-Fluorouracil	3385	MagMD
Murdochiella vaginalis	1852373	Tryptophan	6305	MagMD
Murdochiella vaginalis	1852373	Sorivudine	5282192	MagMD
Murdochiella vaginalis	1852373	5-Fluorouracil	3385	MagMD
Muribaculaceae	2005473	Rutin	5280805	MagMD
Muribaculaceae	2005473	Poncirin	442456	MagMD
Muribaculaceae	2005473	Naringin	442428	MagMD
Muribaculaceae	2005473	Ginsenoside	3086007	MagMD
Muribaculaceae	2005473	Rebaudioside A	6918840	MagMD
Muribaculaceae	2005473	Stevioside	442089	MagMD
Muribaculaceae	2005473	Isoquercetin	5280804	MagMD
Muribaculaceae	2005473	Tryptophan	6305	MagMD
Muribaculaceae	2005473	Sorivudine	5282192	MagMD
Muribaculaceae	2005473	5-Fluorouracil	3385	MagMD
Muribaculum intestinale	1796646	Rutin	5280805	MagMD
Muribaculum intestinale	1796646	Poncirin	442456	MagMD
Muribaculum intestinale	1796646	Naringin	442428	MagMD
Muribaculum intestinale	1796646	Ginsenoside	3086007	MagMD
Muribaculum intestinale	1796646	Rebaudioside A	6918840	MagMD
Muribaculum intestinale	1796646	Stevioside	442089	MagMD
Muribaculum intestinale	1796646	Isoquercetin	5280804	MagMD
Muribaculum intestinale	1796646	Sorivudine	5282192	MagMD
Muribaculum intestinale	1796646	5-Fluorouracil	3385	MagMD
Murimonas intestini	1337051	Rutin	5280805	MagMD
Murimonas intestini	1337051	Poncirin	442456	MagMD
Murimonas intestini	1337051	Naringin	442428	MagMD
Murimonas intestini	1337051	Ginsenoside	3086007	MagMD
Murimonas intestini	1337051	Rebaudioside A	6918840	MagMD
Murimonas intestini	1337051	Stevioside	442089	MagMD
Murimonas intestini	1337051	Isoquercetin	5280804	MagMD
Murimonas intestini	1337051	Sorivudine	5282192	MagMD
Murimonas intestini	1337051	5-Fluorouracil	3385	MagMD
Mycobacterium avium	1764	Rutin	5280805	MagMD
Mycobacterium avium	1764	Rebaudioside A	6918840	MagMD
Mycobacterium avium	1764	Stevioside	442089	MagMD
Mycobacterium avium	1764	Isoquercetin	5280804	MagMD
Mycobacterium avium	1764	Sorivudine	5282192	MagMD
Mycobacterium avium	1764	5-Fluorouracil	3385	MagMD
Mycobacterium tuberculosis	1773	Rutin	5280805	MagMD
Mycobacterium tuberculosis	1773	Rebaudioside A	6918840	MagMD
Mycobacterium tuberculosis	1773	Stevioside	442089	MagMD
Mycobacterium tuberculosis	1773	Isoquercetin	5280804	MagMD
Mycobacterium tuberculosis	1773	Sorivudine	5282192	MagMD
Mycobacterium tuberculosis	1773	5-Fluorouracil	3385	MagMD
Negativibacillus	1980693	Rutin	5280805	MagMD
Negativibacillus	1980693	Rebaudioside A	6918840	MagMD
Negativibacillus	1980693	Stevioside	442089	MagMD
Negativibacillus	1980693	Isoquercetin	5280804	MagMD
Negativibacillus	1980693	Sorivudine	5282192	MagMD
Negativibacillus	1980693	5-Fluorouracil	3385	MagMD
Negativibacillus massiliensis	1871035	Sorivudine	5282192	MagMD
Negativibacillus massiliensis	1871035	5-Fluorouracil	3385	MagMD
Negativicoccus	909928	5-Fluorouracil	3385	MagMD
Negativicoccus massiliensis	1702287	5-Fluorouracil	3385	MagMD
Negativicoccus succinicivorans	620903	5-Fluorouracil	3385	MagMD
Neisseria gonorrhoeae	485	Rutin	5280805	MagMD
Neisseria gonorrhoeae	485	Rebaudioside A	6918840	MagMD
Neisseria gonorrhoeae	485	Stevioside	442089	MagMD
Neisseria gonorrhoeae	485	Isoquercetin	5280804	MagMD
Neisseria gonorrhoeae	485	5-Fluorouracil	3385	MagMD
Neisseria macacae	496	Rutin	5280805	MagMD
Neisseria macacae	496	Rebaudioside A	6918840	MagMD
Neisseria macacae	496	Stevioside	442089	MagMD
Neisseria macacae	496	Isoquercetin	5280804	MagMD
Neisseria macacae	496	Sorivudine	5282192	MagMD
Neisseria macacae	496	5-Fluorouracil	3385	MagMD
Neofamilia massiliensis	1673724	Tryptophan	6305	MagMD
Neofamilia massiliensis	1673724	Sorivudine	5282192	MagMD
Neofamilia massiliensis	1673724	5-Fluorouracil	3385	MagMD
Nesterenkonia massiliensis	1232429	5-Fluorouracil	3385	MagMD
Niameybacter	1973274	Rutin	5280805	MagMD
Niameybacter	1973274	Rebaudioside A	6918840	MagMD
Niameybacter	1973274	Stevioside	442089	MagMD
Niameybacter	1973274	Isoquercetin	5280804	MagMD
Niameybacter	1973274	Tryptophan	6305	MagMD
Niameybacter	1973274	Sorivudine	5282192	MagMD
Niameybacter	1973274	5-Fluorouracil	3385	MagMD
Nigerium massiliense	1522317	Rutin	5280805	MagMD
Nigerium massiliense	1522317	Rebaudioside A	6918840	MagMD
Nigerium massiliense	1522317	Stevioside	442089	MagMD
Nigerium massiliense	1522317	Isoquercetin	5280804	MagMD
Nigerium massiliense	1522317	Sorivudine	5282192	MagMD
Nigerium massiliense	1522317	5-Fluorouracil	3385	MagMD
Nissabacter archeti	1917880	Rutin	5280805	MagMD
Nissabacter archeti	1917880	Rebaudioside A	6918840	MagMD
Nissabacter archeti	1917880	Stevioside	442089	MagMD
Nissabacter archeti	1917880	Isoquercetin	5280804	MagMD
Nissabacter archeti	1917880	Sorivudine	5282192	MagMD
Nissabacter archeti	1917880	5-Fluorouracil	3385	MagMD
Nosocomiicoccus massiliensis	1232430	5-Fluorouracil	3385	MagMD
Noviherbaspirillum massiliense	1465823	Rutin	5280805	MagMD
Noviherbaspirillum massiliense	1465823	Rebaudioside A	6918840	MagMD
Noviherbaspirillum massiliense	1465823	Stevioside	442089	MagMD
Noviherbaspirillum massiliense	1465823	Isoquercetin	5280804	MagMD
Noviherbaspirillum massiliense	1465823	5-Fluorouracil	3385	MagMD
Numidum massiliense	1522315	Tryptophan	6305	MagMD
Numidum massiliense	1522315	5-Fluorouracil	3385	MagMD
Oceanobacillus caeni	405946	Sorivudine	5282192	MagMD
Oceanobacillus caeni	405946	5-Fluorouracil	3385	MagMD
Oceanobacillus jeddahense	1462527	Rutin	5280805	MagMD
Oceanobacillus jeddahense	1462527	Rebaudioside A	6918840	MagMD
Oceanobacillus jeddahense	1462527	Stevioside	442089	MagMD
Oceanobacillus jeddahense	1462527	Isoquercetin	5280804	MagMD
Oceanobacillus jeddahense	1462527	Sorivudine	5282192	MagMD
Oceanobacillus jeddahense	1462527	5-Fluorouracil	3385	MagMD
Oceanobacillus massiliensis	1465765	Rutin	5280805	MagMD
Oceanobacillus massiliensis	1465765	Rebaudioside A	6918840	MagMD
Oceanobacillus massiliensis	1465765	Stevioside	442089	MagMD
Oceanobacillus massiliensis	1465765	Isoquercetin	5280804	MagMD
Oceanobacillus massiliensis	1465765	Sorivudine	5282192	MagMD
Oceanobacillus massiliensis	1465765	5-Fluorouracil	3385	MagMD
Odoribacter	283168	Rutin	5280805	MagMD
Odoribacter	283168	Poncirin	442456	MagMD
Odoribacter	283168	Naringin	442428	MagMD
Odoribacter	283168	Ginsenoside	3086007	MagMD
Odoribacter	283168	Rebaudioside A	6918840	MagMD
Odoribacter	283168	Stevioside	442089	MagMD
Odoribacter	283168	Isoquercetin	5280804	MagMD
Odoribacter	283168	Tryptophan	6305	MagMD
Odoribacter	283168	Sorivudine	5282192	MagMD
Odoribacter	283168	5-Fluorouracil	3385	MagMD
Odoribacter laneus	626933	Tryptophan	6305	MagMD
Odoribacter laneus	626933	Sorivudine	5282192	MagMD
Odoribacter laneus	626933	5-Fluorouracil	3385	MagMD
Odoribacter splanchnicus	28118	Rutin	5280805	MagMD
Odoribacter splanchnicus	28118	Rebaudioside A	6918840	MagMD
Odoribacter splanchnicus	28118	Stevioside	442089	MagMD
Odoribacter splanchnicus	28118	Isoquercetin	5280804	MagMD
Odoribacter splanchnicus	28118	Tryptophan	6305	MagMD
Odoribacter splanchnicus	28118	5-Fluorouracil	3385	MagMD
Olegusella massiliensis	1776381	Poncirin	442456	MagMD
Olegusella massiliensis	1776381	Rutin	5280805	MagMD
Olegusella massiliensis	1776381	Naringin	442428	MagMD
Olegusella massiliensis	1776381	Ginsenoside	3086007	MagMD
Olegusella massiliensis	1776381	Sorivudine	5282192	MagMD
Olegusella massiliensis	1776381	5-Fluorouracil	3385	MagMD
Oribacterium	265975	Rutin	5280805	MagMD
Oribacterium	265975	Rebaudioside A	6918840	MagMD
Oribacterium	265975	Stevioside	442089	MagMD
Oribacterium	265975	Isoquercetin	5280804	MagMD
Oribacterium	265975	Sorivudine	5282192	MagMD
Oribacterium	265975	5-Fluorouracil	3385	MagMD
Oribacterium sinus	237576	Tryptophan	6305	MagMD
Oribacterium sinus	237576	Sorivudine	5282192	MagMD
Oribacterium sinus	237576	5-Fluorouracil	3385	MagMD
Oscillibacter	459786	Tryptophan	6305	MagMD
Oscillibacter	459786	Sorivudine	5282192	MagMD
Oscillibacter	459786	5-Fluorouracil	3385	MagMD
Oscillibacter ruminantium	1263547	Sorivudine	5282192	MagMD
Oscillibacter ruminantium	1263547	5-Fluorouracil	3385	MagMD
Oscillospiraceae	216572	Rutin	5280805	MagMD
Oscillospiraceae	216572	Poncirin	442456	MagMD
Oscillospiraceae	216572	Naringin	442428	MagMD
Oscillospiraceae	216572	Ginsenoside	3086007	MagMD
Oscillospiraceae	216572	Rebaudioside A	6918840	MagMD
Oscillospiraceae	216572	Stevioside	442089	MagMD
Oscillospiraceae	216572	Isoquercetin	5280804	MagMD
Oscillospiraceae	216572	Tryptophan	6305	MagMD
Oscillospiraceae	216572	Sorivudine	5282192	MagMD
Oscillospiraceae	216572	5-Fluorouracil	3385	MagMD
Oxalobacter	846	Rutin	5280805	MagMD
Oxalobacter	846	Rebaudioside A	6918840	MagMD
Oxalobacter	846	Stevioside	442089	MagMD
Oxalobacter	846	Isoquercetin	5280804	MagMD
Oxalobacter	846	Tryptophan	6305	MagMD
Oxalobacter	846	Sorivudine	5282192	MagMD
Oxalobacter	846	5-Fluorouracil	3385	MagMD
Paenibacillus ihuae	1232431	Rutin	5280805	MagMD
Paenibacillus ihuae	1232431	Poncirin	442456	MagMD
Paenibacillus ihuae	1232431	Naringin	442428	MagMD
Paenibacillus ihuae	1232431	Ginsenoside	3086007	MagMD
Paenibacillus ihuae	1232431	Rebaudioside A	6918840	MagMD
Paenibacillus ihuae	1232431	Stevioside	442089	MagMD
Paenibacillus ihuae	1232431	Isoquercetin	5280804	MagMD
Paenibacillus ihuae	1232431	Sorivudine	5282192	MagMD
Paenibacillus ihuae	1232431	5-Fluorouracil	3385	MagMD
Paenibacillus lactis	228574	Rutin	5280805	MagMD
Paenibacillus lactis	228574	Poncirin	442456	MagMD
Paenibacillus lactis	228574	Naringin	442428	MagMD
Paenibacillus lactis	228574	Ginsenoside	3086007	MagMD
Paenibacillus lactis	228574	Rebaudioside A	6918840	MagMD
Paenibacillus lactis	228574	Stevioside	442089	MagMD
Paenibacillus lactis	228574	Isoquercetin	5280804	MagMD
Paenibacillus lactis	228574	Sorivudine	5282192	MagMD
Paenibacillus lactis	228574	5-Fluorouracil	3385	MagMD
Paenibacillus lautus	1401	Rutin	5280805	MagMD
Paenibacillus lautus	1401	Poncirin	442456	MagMD
Paenibacillus lautus	1401	Naringin	442428	MagMD
Paenibacillus lautus	1401	Ginsenoside	3086007	MagMD
Paenibacillus lautus	1401	Rebaudioside A	6918840	MagMD
Paenibacillus lautus	1401	Stevioside	442089	MagMD
Paenibacillus lautus	1401	Isoquercetin	5280804	MagMD
Paenibacillus lautus	1401	Sorivudine	5282192	MagMD
Paenibacillus lautus	1401	5-Fluorouracil	3385	MagMD
Paenibacillus odorifer	189426	Rutin	5280805	MagMD
Paenibacillus odorifer	189426	Poncirin	442456	MagMD
Paenibacillus odorifer	189426	Naringin	442428	MagMD
Paenibacillus odorifer	189426	Ginsenoside	3086007	MagMD
Paenibacillus odorifer	189426	Rebaudioside A	6918840	MagMD
Paenibacillus odorifer	189426	Stevioside	442089	MagMD
Paenibacillus odorifer	189426	Isoquercetin	5280804	MagMD
Paenibacillus odorifer	189426	Sorivudine	5282192	MagMD
Paenibacillus odorifer	189426	5-Fluorouracil	3385	MagMD
Paenibacillus polymyxa	1406	Rutin	5280805	MagMD
Paenibacillus polymyxa	1406	Poncirin	442456	MagMD
Paenibacillus polymyxa	1406	Naringin	442428	MagMD
Paenibacillus polymyxa	1406	Ginsenoside	3086007	MagMD
Paenibacillus polymyxa	1406	Rebaudioside A	6918840	MagMD
Paenibacillus polymyxa	1406	Stevioside	442089	MagMD
Paenibacillus polymyxa	1406	Isoquercetin	5280804	MagMD
Paenibacillus polymyxa	1406	Sorivudine	5282192	MagMD
Paenibacillus polymyxa	1406	5-Fluorouracil	3385	MagMD
Paeniclostridium sordellii	1505	Tryptophan	6305	MagMD
Paeniclostridium sordellii	1505	Sorivudine	5282192	MagMD
Paeniclostridium sordellii	1505	5-Fluorouracil	3385	MagMD
Paludibacteraceae	2005523	Tryptophan	6305	MagMD
Paludibacteraceae	2005523	Sorivudine	5282192	MagMD
Paludibacteraceae	2005523	5-Fluorouracil	3385	MagMD
Pantoea agglomerans	549	Rutin	5280805	MagMD
Pantoea agglomerans	549	Rebaudioside A	6918840	MagMD
Pantoea agglomerans	549	Stevioside	442089	MagMD
Pantoea agglomerans	549	Isoquercetin	5280804	MagMD
Pantoea agglomerans	549	Sorivudine	5282192	MagMD
Pantoea agglomerans	549	5-Fluorouracil	3385	MagMD
Pantoea ananatis	553	Rutin	5280805	MagMD
Pantoea ananatis	553	Rebaudioside A	6918840	MagMD
Pantoea ananatis	553	Stevioside	442089	MagMD
Pantoea ananatis	553	Isoquercetin	5280804	MagMD
Pantoea ananatis	553	Tryptophan	6305	MagMD
Pantoea ananatis	553	Sorivudine	5282192	MagMD
Pantoea ananatis	553	5-Fluorouracil	3385	MagMD
Pantoea anthophila	470931	Rutin	5280805	MagMD
Pantoea anthophila	470931	Rebaudioside A	6918840	MagMD
Pantoea anthophila	470931	Stevioside	442089	MagMD
Pantoea anthophila	470931	Isoquercetin	5280804	MagMD
Pantoea anthophila	470931	Sorivudine	5282192	MagMD
Pantoea anthophila	470931	5-Fluorouracil	3385	MagMD
Pantoea brenneri	472694	Rutin	5280805	MagMD
Pantoea brenneri	472694	Rebaudioside A	6918840	MagMD
Pantoea brenneri	472694	Stevioside	442089	MagMD
Pantoea brenneri	472694	Isoquercetin	5280804	MagMD
Pantoea brenneri	472694	Sorivudine	5282192	MagMD
Pantoea brenneri	472694	5-Fluorouracil	3385	MagMD
Pantoea conspicua	472705	Rutin	5280805	MagMD
Pantoea conspicua	472705	Rebaudioside A	6918840	MagMD
Pantoea conspicua	472705	Stevioside	442089	MagMD
Pantoea conspicua	472705	Isoquercetin	5280804	MagMD
Pantoea conspicua	472705	Sorivudine	5282192	MagMD
Pantoea conspicua	472705	5-Fluorouracil	3385	MagMD
Pantoea septica	472695	Rutin	5280805	MagMD
Pantoea septica	472695	Rebaudioside A	6918840	MagMD
Pantoea septica	472695	Stevioside	442089	MagMD
Pantoea septica	472695	Isoquercetin	5280804	MagMD
Pantoea septica	472695	Sorivudine	5282192	MagMD
Pantoea septica	472695	5-Fluorouracil	3385	MagMD
Parabacteroides	375288	Rutin	5280805	MagMD
Parabacteroides	375288	Poncirin	442456	MagMD
Parabacteroides	375288	Naringin	442428	MagMD
Parabacteroides	375288	Ginsenoside	3086007	MagMD
Parabacteroides	375288	Rebaudioside A	6918840	MagMD
Parabacteroides	375288	Stevioside	442089	MagMD
Parabacteroides	375288	Isoquercetin	5280804	MagMD
Parabacteroides	375288	Tryptophan	6305	MagMD
Parabacteroides	375288	Sorivudine	5282192	MagMD
Parabacteroides	375288	5-Fluorouracil	3385	MagMD
Parabacteroides bouchesdurhonensis	1936995	Rutin	5280805	MagMD
Parabacteroides bouchesdurhonensis	1936995	Poncirin	442456	MagMD
Parabacteroides bouchesdurhonensis	1936995	Naringin	442428	MagMD
Parabacteroides bouchesdurhonensis	1936995	Ginsenoside	3086007	MagMD
Parabacteroides bouchesdurhonensis	1936995	Rebaudioside A	6918840	MagMD
Parabacteroides bouchesdurhonensis	1936995	Stevioside	442089	MagMD
Parabacteroides bouchesdurhonensis	1936995	Isoquercetin	5280804	MagMD
Parabacteroides bouchesdurhonensis	1936995	Sorivudine	5282192	MagMD
Parabacteroides bouchesdurhonensis	1936995	5-Fluorouracil	3385	MagMD
Parabacteroides chinchillae	871327	Rutin	5280805	MagMD
Parabacteroides chinchillae	871327	Poncirin	442456	MagMD
Parabacteroides chinchillae	871327	Naringin	442428	MagMD
Parabacteroides chinchillae	871327	Ginsenoside	3086007	MagMD
Parabacteroides chinchillae	871327	Rebaudioside A	6918840	MagMD
Parabacteroides chinchillae	871327	Stevioside	442089	MagMD
Parabacteroides chinchillae	871327	Isoquercetin	5280804	MagMD
Parabacteroides chinchillae	871327	Sorivudine	5282192	MagMD
Parabacteroides chinchillae	871327	5-Fluorouracil	3385	MagMD
Parabacteroides distasonis	823	Rutin	5280805	MagMD
Parabacteroides distasonis	823	Rebaudioside A	6918840	MagMD
Parabacteroides distasonis	823	Stevioside	442089	MagMD
Parabacteroides distasonis	823	Isoquercetin	5280804	MagMD
Parabacteroides distasonis	823	Sorivudine	5282192	MagMD
Parabacteroides distasonis	823	Capecitabine	60953	MagMD
Parabacteroides distasonis	823	Clofazimine	2794	MagMD
Parabacteroides distasonis	823	Levonorgestrel	13109	MagMD
Parabacteroides distasonis	823	Lovastatin	53232	MagMD
Parabacteroides distasonis	823	Misoprostol	5282381	MagMD
Parabacteroides distasonis	823	Praziquantel	4891	MagMD
Parabacteroides distasonis	823	Risperidone	5073	MagMD
Parabacteroides distasonis	823	Sulfasalazine	5339	MagMD
Parabacteroides distasonis	823	Tolcapone	4659569	MagMD
Parabacteroides goldsteinii	328812	Rutin	5280805	MagMD
Parabacteroides goldsteinii	328812	Poncirin	442456	MagMD
Parabacteroides goldsteinii	328812	Naringin	442428	MagMD
Parabacteroides goldsteinii	328812	Ginsenoside	3086007	MagMD
Parabacteroides goldsteinii	328812	Rebaudioside A	6918840	MagMD
Parabacteroides goldsteinii	328812	Stevioside	442089	MagMD
Parabacteroides goldsteinii	328812	Isoquercetin	5280804	MagMD
Parabacteroides goldsteinii	328812	Sorivudine	5282192	MagMD
Parabacteroides goldsteinii	328812	5-Fluorouracil	3385	MagMD
Parabacteroides gordonii	574930	Rutin	5280805	MagMD
Parabacteroides gordonii	574930	Poncirin	442456	MagMD
Parabacteroides gordonii	574930	Naringin	442428	MagMD
Parabacteroides gordonii	574930	Ginsenoside	3086007	MagMD
Parabacteroides gordonii	574930	Rebaudioside A	6918840	MagMD
Parabacteroides gordonii	574930	Stevioside	442089	MagMD
Parabacteroides gordonii	574930	Isoquercetin	5280804	MagMD
Parabacteroides gordonii	574930	Sorivudine	5282192	MagMD
Parabacteroides gordonii	574930	5-Fluorouracil	3385	MagMD
Parabacteroides johnsonii	387661	Rutin	5280805	MagMD
Parabacteroides johnsonii	387661	Poncirin	442456	MagMD
Parabacteroides johnsonii	387661	Naringin	442428	MagMD
Parabacteroides johnsonii	387661	Ginsenoside	3086007	MagMD
Parabacteroides johnsonii	387661	Rebaudioside A	6918840	MagMD
Parabacteroides johnsonii	387661	Stevioside	442089	MagMD
Parabacteroides johnsonii	387661	Isoquercetin	5280804	MagMD
Parabacteroides johnsonii	387661	Sorivudine	5282192	MagMD
Parabacteroides johnsonii	387661	5-Fluorouracil	3385	MagMD
Parabacteroides merdae	46503	Rutin	5280805	MagMD
Parabacteroides merdae	46503	Poncirin	442456	MagMD
Parabacteroides merdae	46503	Naringin	442428	MagMD
Parabacteroides merdae	46503	Ginsenoside	3086007	MagMD
Parabacteroides merdae	46503	Rebaudioside A	6918840	MagMD
Parabacteroides merdae	46503	Stevioside	442089	MagMD
Parabacteroides merdae	46503	Isoquercetin	5280804	MagMD
Parabacteroides merdae	46503	Sorivudine	5282192	MagMD
Parabacteroides merdae	46503	5-Fluorouracil	3385	MagMD
Parabacteroides timonensis	1871013	Rutin	5280805	MagMD
Parabacteroides timonensis	1871013	Poncirin	442456	MagMD
Parabacteroides timonensis	1871013	Naringin	442428	MagMD
Parabacteroides timonensis	1871013	Ginsenoside	3086007	MagMD
Parabacteroides timonensis	1871013	Rebaudioside A	6918840	MagMD
Parabacteroides timonensis	1871013	Stevioside	442089	MagMD
Parabacteroides timonensis	1871013	Isoquercetin	5280804	MagMD
Parabacteroides timonensis	1871013	Sorivudine	5282192	MagMD
Parabacteroides timonensis	1871013	5-Fluorouracil	3385	MagMD
Paramuribaculum	2518497	Rutin	5280805	MagMD
Paramuribaculum	2518497	Poncirin	442456	MagMD
Paramuribaculum	2518497	Naringin	442428	MagMD
Paramuribaculum	2518497	Ginsenoside	3086007	MagMD
Paramuribaculum	2518497	Rebaudioside A	6918840	MagMD
Paramuribaculum	2518497	Stevioside	442089	MagMD
Paramuribaculum	2518497	Isoquercetin	5280804	MagMD
Paramuribaculum	2518497	Sorivudine	5282192	MagMD
Paramuribaculum	2518497	5-Fluorouracil	3385	MagMD
Paraprevotella	577309	Rutin	5280805	MagMD
Paraprevotella	577309	Poncirin	442456	MagMD
Paraprevotella	577309	Naringin	442428	MagMD
Paraprevotella	577309	Ginsenoside	3086007	MagMD
Paraprevotella	577309	Rebaudioside A	6918840	MagMD
Paraprevotella	577309	Stevioside	442089	MagMD
Paraprevotella	577309	Isoquercetin	5280804	MagMD
Paraprevotella	577309	Tryptophan	6305	MagMD
Paraprevotella	577309	Sorivudine	5282192	MagMD
Paraprevotella	577309	5-Fluorouracil	3385	MagMD
Paraprevotella clara	454154	Rutin	5280805	MagMD
Paraprevotella clara	454154	Rebaudioside A	6918840	MagMD
Paraprevotella clara	454154	Stevioside	442089	MagMD
Paraprevotella clara	454154	Isoquercetin	5280804	MagMD
Paraprevotella clara	454154	Sorivudine	5282192	MagMD
Paraprevotella xylaniphila	454155	Rutin	5280805	MagMD
Paraprevotella xylaniphila	454155	Poncirin	442456	MagMD
Paraprevotella xylaniphila	454155	Naringin	442428	MagMD
Paraprevotella xylaniphila	454155	Ginsenoside	3086007	MagMD
Paraprevotella xylaniphila	454155	Rebaudioside A	6918840	MagMD
Paraprevotella xylaniphila	454155	Stevioside	442089	MagMD
Paraprevotella xylaniphila	454155	Isoquercetin	5280804	MagMD
Paraprevotella xylaniphila	454155	Sorivudine	5282192	MagMD
Paraprevotella xylaniphila	454155	5-Fluorouracil	3385	MagMD
Parascardovia denticolens	78258	Rutin	5280805	MagMD
Parascardovia denticolens	78258	Rebaudioside A	6918840	MagMD
Parascardovia denticolens	78258	Stevioside	442089	MagMD
Parascardovia denticolens	78258	Isoquercetin	5280804	MagMD
Parascardovia denticolens	78258	Sorivudine	5282192	MagMD
Parascardovia denticolens	78258	5-Fluorouracil	3385	MagMD
Parasutterella	577310	Rutin	5280805	MagMD
Parasutterella	577310	Rebaudioside A	6918840	MagMD
